observation,Count
"('foraging', 'ADJ')",1
"('foraging', 'ADP')",1
"('foraging', 'PRON')",1
"('foraging', 'DET')",1
"('foraging', 'PRT')",1
"('foraging', 'ADV')",1
"('foraging', '.')",1
"('Elsie', 'X')",1
"('Elsie', 'NUM')",1
"('Elsie', 'NOUN')",2
"('Elsie', 'CONJ')",1
"('Elsie', 'VERB')",1
"('Elsie', 'ADJ')",1
"('Elsie', 'ADP')",1
"('Elsie', 'PRON')",1
"('Elsie', 'DET')",1
"('Elsie', 'PRT')",1
"('Elsie', 'ADV')",1
"('Elsie', '.')",1
"('crucifixion', 'X')",1
"('crucifixion', 'NUM')",1
"('crucifixion', 'NOUN')",2
"('crucifixion', 'CONJ')",1
"('crucifixion', 'VERB')",1
"('crucifixion', 'ADJ')",1
"('crucifixion', 'ADP')",1
"('crucifixion', 'PRON')",1
"('crucifixion', 'DET')",1
"('crucifixion', 'PRT')",1
"('crucifixion', 'ADV')",1
"('crucifixion', '.')",1
"('imitate', 'X')",1
"('imitate', 'NUM')",1
"('imitate', 'NOUN')",1
"('imitate', 'CONJ')",1
"('imitate', 'VERB')",2
"('imitate', 'ADJ')",1
"('imitate', 'ADP')",1
"('imitate', 'PRON')",1
"('imitate', 'DET')",1
"('imitate', 'PRT')",1
"('imitate', 'ADV')",1
"('imitate', '.')",1
"('Vaughan', 'X')",1
"('Vaughan', 'NUM')",1
"('Vaughan', 'NOUN')",3
"('Vaughan', 'CONJ')",1
"('Vaughan', 'VERB')",1
"('Vaughan', 'ADJ')",1
"('Vaughan', 'ADP')",1
"('Vaughan', 'PRON')",1
"('Vaughan', 'DET')",1
"('Vaughan', 'PRT')",1
"('Vaughan', 'ADV')",1
"('Vaughan', '.')",1
"('allowance', 'X')",1
"('allowance', 'NUM')",1
"('allowance', 'NOUN')",4
"('allowance', 'CONJ')",1
"('allowance', 'VERB')",1
"('allowance', 'ADJ')",1
"('allowance', 'ADP')",1
"('allowance', 'PRON')",1
"('allowance', 'DET')",1
"('allowance', 'PRT')",1
"('allowance', 'ADV')",1
"('allowance', '.')",1
"('Reverend', 'X')",1
"('Reverend', 'NUM')",1
"('Reverend', 'NOUN')",2
"('Reverend', 'CONJ')",1
"('Reverend', 'VERB')",1
"('Reverend', 'ADJ')",1
"('Reverend', 'ADP')",1
"('Reverend', 'PRON')",1
"('Reverend', 'DET')",1
"('Reverend', 'PRT')",1
"('Reverend', 'ADV')",1
"('Reverend', '.')",1
"('Charitable', 'X')",1
"('Charitable', 'NUM')",1
"('Charitable', 'NOUN')",1
"('Charitable', 'CONJ')",1
"('Charitable', 'VERB')",1
"('Charitable', 'ADJ')",2
"('Charitable', 'ADP')",1
"('Charitable', 'PRON')",1
"('Charitable', 'DET')",1
"('Charitable', 'PRT')",1
"('Charitable', 'ADV')",1
"('Charitable', '.')",1
"('drink', 'X')",1
"('drink', 'NUM')",1
"('drink', 'NOUN')",2
"('drink', 'CONJ')",1
"('drink', 'VERB')",2
"('drink', 'ADJ')",1
"('drink', 'ADP')",1
"('drink', 'PRON')",1
"('drink', 'DET')",1
"('drink', 'PRT')",1
"('drink', 'ADV')",1
"('drink', '.')",1
"('revamped', 'X')",1
"('revamped', 'NUM')",1
"('revamped', 'NOUN')",1
"('revamped', 'CONJ')",1
"('revamped', 'VERB')",3
"('revamped', 'ADJ')",1
"('revamped', 'ADP')",1
"('revamped', 'PRON')",1
"('revamped', 'DET')",1
"('revamped', 'PRT')",1
"('revamped', 'ADV')",1
"('revamped', '.')",1
"('Motorists', 'X')",1
"('Motorists', 'NUM')",1
"('Motorists', 'NOUN')",2
"('Motorists', 'CONJ')",1
"('Motorists', 'VERB')",1
"('Motorists', 'ADJ')",1
"('Motorists', 'ADP')",1
"('Motorists', 'PRON')",1
"('Motorists', 'DET')",1
"('Motorists', 'PRT')",1
"('Motorists', 'ADV')",1
"('Motorists', '.')",1
"('successes', 'X')",1
"('successes', 'NUM')",1
"('successes', 'NOUN')",5
"('successes', 'CONJ')",1
"('successes', 'VERB')",1
"('successes', 'ADJ')",1
"('successes', 'ADP')",1
"('successes', 'PRON')",1
"('successes', 'DET')",1
"('successes', 'PRT')",1
"('successes', 'ADV')",1
"('successes', '.')",1
"('Adenauer', 'X')",1
"('Adenauer', 'NUM')",1
"('Adenauer', 'NOUN')",4
"('Adenauer', 'CONJ')",1
"('Adenauer', 'VERB')",1
"('Adenauer', 'ADJ')",1
"('Adenauer', 'ADP')",1
"('Adenauer', 'PRON')",1
"('Adenauer', 'DET')",1
"('Adenauer', 'PRT')",1
"('Adenauer', 'ADV')",1
"('Adenauer', '.')",1
"('Angola', 'X')",1
"('Angola', 'NUM')",1
"('Angola', 'NOUN')",4
"('Angola', 'CONJ')",1
"('Angola', 'VERB')",1
"('Angola', 'ADJ')",1
"('Angola', 'ADP')",1
"('Angola', 'PRON')",1
"('Angola', 'DET')",1
"('Angola', 'PRT')",1
"('Angola', 'ADV')",1
"('Angola', '.')",1
"('rooming', 'X')",1
"('rooming', 'NUM')",1
"('rooming', 'NOUN')",1
"('rooming', 'CONJ')",1
"('rooming', 'VERB')",4
"('rooming', 'ADJ')",1
"('rooming', 'ADP')",1
"('rooming', 'PRON')",1
"('rooming', 'DET')",1
"('rooming', 'PRT')",1
"('rooming', 'ADV')",1
"('rooming', '.')",1
"('recent', 'X')",1
"('recent', 'NUM')",1
"('recent', 'NOUN')",1
"('recent', 'CONJ')",1
"('recent', 'VERB')",1
"('recent', 'ADJ')",53
"('recent', 'ADP')",1
"('recent', 'PRON')",1
"('recent', 'DET')",1
"('recent', 'PRT')",1
"('recent', 'ADV')",1
"('recent', '.')",1
"('officer', 'X')",1
"('officer', 'NUM')",1
"('officer', 'NOUN')",14
"('officer', 'CONJ')",1
"('officer', 'VERB')",1
"('officer', 'ADJ')",1
"('officer', 'ADP')",1
"('officer', 'PRON')",1
"('officer', 'DET')",1
"('officer', 'PRT')",1
"('officer', 'ADV')",1
"('officer', '.')",1
"('poster', 'X')",1
"('poster', 'NUM')",1
"('poster', 'NOUN')",2
"('poster', 'CONJ')",1
"('poster', 'VERB')",1
"('poster', 'ADJ')",1
"('poster', 'ADP')",1
"('poster', 'PRON')",1
"('poster', 'DET')",1
"('poster', 'PRT')",1
"('poster', 'ADV')",1
"('poster', '.')",1
"('hand-woven', 'X')",1
"('hand-woven', 'NUM')",1
"('hand-woven', 'NOUN')",1
"('hand-woven', 'CONJ')",1
"('hand-woven', 'VERB')",1
"('hand-woven', 'ADJ')",2
"('hand-woven', 'ADP')",1
"('hand-woven', 'PRON')",1
"('hand-woven', 'DET')",1
"('hand-woven', 'PRT')",1
"('hand-woven', 'ADV')",1
"('hand-woven', '.')",1
"('baptism', 'X')",1
"('baptism', 'NUM')",1
"('baptism', 'NOUN')",3
"('baptism', 'CONJ')",1
"('baptism', 'VERB')",1
"('baptism', 'ADJ')",1
"('baptism', 'ADP')",1
"('baptism', 'PRON')",1
"('baptism', 'DET')",1
"('baptism', 'PRT')",1
"('baptism', 'ADV')",1
"('baptism', '.')",1
"('co-chairmen', 'X')",1
"('co-chairmen', 'NUM')",1
"('co-chairmen', 'NOUN')",2
"('co-chairmen', 'CONJ')",1
"('co-chairmen', 'VERB')",1
"('co-chairmen', 'ADJ')",1
"('co-chairmen', 'ADP')",1
"('co-chairmen', 'PRON')",1
"('co-chairmen', 'DET')",1
"('co-chairmen', 'PRT')",1
"('co-chairmen', 'ADV')",1
"('co-chairmen', '.')",1
"('hurried', 'X')",1
"('hurried', 'NUM')",1
"('hurried', 'NOUN')",1
"('hurried', 'CONJ')",1
"('hurried', 'VERB')",2
"('hurried', 'ADJ')",1
"('hurried', 'ADP')",1
"('hurried', 'PRON')",1
"('hurried', 'DET')",1
"('hurried', 'PRT')",1
"('hurried', 'ADV')",1
"('hurried', '.')",1
"('110', 'X')",1
"('110', 'NUM')",5
"('110', 'NOUN')",1
"('110', 'CONJ')",1
"('110', 'VERB')",1
"('110', 'ADJ')",1
"('110', 'ADP')",1
"('110', 'PRON')",1
"('110', 'DET')",1
"('110', 'PRT')",1
"('110', 'ADV')",1
"('110', '.')",1
"('trusted', 'X')",1
"('trusted', 'NUM')",1
"('trusted', 'NOUN')",1
"('trusted', 'CONJ')",1
"('trusted', 'VERB')",4
"('trusted', 'ADJ')",1
"('trusted', 'ADP')",1
"('trusted', 'PRON')",1
"('trusted', 'DET')",1
"('trusted', 'PRT')",1
"('trusted', 'ADV')",1
"('trusted', '.')",1
"('illustrates', 'X')",1
"('illustrates', 'NUM')",1
"('illustrates', 'NOUN')",1
"('illustrates', 'CONJ')",1
"('illustrates', 'VERB')",2
"('illustrates', 'ADJ')",1
"('illustrates', 'ADP')",1
"('illustrates', 'PRON')",1
"('illustrates', 'DET')",1
"('illustrates', 'PRT')",1
"('illustrates', 'ADV')",1
"('illustrates', '.')",1
"('103', 'X')",1
"('103', 'NUM')",2
"('103', 'NOUN')",1
"('103', 'CONJ')",1
"('103', 'VERB')",1
"('103', 'ADJ')",1
"('103', 'ADP')",1
"('103', 'PRON')",1
"('103', 'DET')",1
"('103', 'PRT')",1
"('103', 'ADV')",1
"('103', '.')",1
"('sabre-rattling', 'X')",1
"('sabre-rattling', 'NUM')",1
"('sabre-rattling', 'NOUN')",2
"('sabre-rattling', 'CONJ')",1
"('sabre-rattling', 'VERB')",1
"('sabre-rattling', 'ADJ')",1
"('sabre-rattling', 'ADP')",1
"('sabre-rattling', 'PRON')",1
"('sabre-rattling', 'DET')",1
"('sabre-rattling', 'PRT')",1
"('sabre-rattling', 'ADV')",1
"('sabre-rattling', '.')",1
"('kilts', 'X')",1
"('kilts', 'NUM')",1
"('kilts', 'NOUN')",2
"('kilts', 'CONJ')",1
"('kilts', 'VERB')",1
"('kilts', 'ADJ')",1
"('kilts', 'ADP')",1
"('kilts', 'PRON')",1
"('kilts', 'DET')",1
"('kilts', 'PRT')",1
"('kilts', 'ADV')",1
"('kilts', '.')",1
"('$5,000,000', 'X')",1
"('$5,000,000', 'NUM')",1
"('$5,000,000', 'NOUN')",2
"('$5,000,000', 'CONJ')",1
"('$5,000,000', 'VERB')",1
"('$5,000,000', 'ADJ')",1
"('$5,000,000', 'ADP')",1
"('$5,000,000', 'PRON')",1
"('$5,000,000', 'DET')",1
"('$5,000,000', 'PRT')",1
"('$5,000,000', 'ADV')",1
"('$5,000,000', '.')",1
"('Exclaimed', 'X')",1
"('Exclaimed', 'NUM')",1
"('Exclaimed', 'NOUN')",1
"('Exclaimed', 'CONJ')",1
"('Exclaimed', 'VERB')",3
"('Exclaimed', 'ADJ')",1
"('Exclaimed', 'ADP')",1
"('Exclaimed', 'PRON')",1
"('Exclaimed', 'DET')",1
"('Exclaimed', 'PRT')",1
"('Exclaimed', 'ADV')",1
"('Exclaimed', '.')",1
"('parkway', 'X')",1
"('parkway', 'NUM')",1
"('parkway', 'NOUN')",3
"('parkway', 'CONJ')",1
"('parkway', 'VERB')",1
"('parkway', 'ADJ')",1
"('parkway', 'ADP')",1
"('parkway', 'PRON')",1
"('parkway', 'DET')",1
"('parkway', 'PRT')",1
"('parkway', 'ADV')",1
"('parkway', '.')",1
"('granary', 'X')",1
"('granary', 'NUM')",1
"('granary', 'NOUN')",2
"('granary', 'CONJ')",1
"('granary', 'VERB')",1
"('granary', 'ADJ')",1
"('granary', 'ADP')",1
"('granary', 'PRON')",1
"('granary', 'DET')",1
"('granary', 'PRT')",1
"('granary', 'ADV')",1
"('granary', '.')",1
"('nearing', 'X')",1
"('nearing', 'NUM')",1
"('nearing', 'NOUN')",1
"('nearing', 'CONJ')",1
"('nearing', 'VERB')",5
"('nearing', 'ADJ')",1
"('nearing', 'ADP')",1
"('nearing', 'PRON')",1
"('nearing', 'DET')",1
"('nearing', 'PRT')",1
"('nearing', 'ADV')",1
"('nearing', '.')",1
"('roads', 'X')",1
"('roads', 'NUM')",1
"('roads', 'NOUN')",14
"('roads', 'CONJ')",1
"('roads', 'VERB')",1
"('roads', 'ADJ')",1
"('roads', 'ADP')",1
"('roads', 'PRON')",1
"('roads', 'DET')",1
"('roads', 'PRT')",1
"('roads', 'ADV')",1
"('roads', '.')",1
"('flooding', 'X')",1
"('flooding', 'NUM')",1
"('flooding', 'NOUN')",1
"('flooding', 'CONJ')",1
"('flooding', 'VERB')",2
"('flooding', 'ADJ')",1
"('flooding', 'ADP')",1
"('flooding', 'PRON')",1
"('flooding', 'DET')",1
"('flooding', 'PRT')",1
"('flooding', 'ADV')",1
"('flooding', '.')",1
"('hypothesis', 'X')",1
"('hypothesis', 'NUM')",1
"('hypothesis', 'NOUN')",2
"('hypothesis', 'CONJ')",1
"('hypothesis', 'VERB')",1
"('hypothesis', 'ADJ')",1
"('hypothesis', 'ADP')",1
"('hypothesis', 'PRON')",1
"('hypothesis', 'DET')",1
"('hypothesis', 'PRT')",1
"('hypothesis', 'ADV')",1
"('hypothesis', '.')",1
"('coolly', 'X')",1
"('coolly', 'NUM')",1
"('coolly', 'NOUN')",1
"('coolly', 'CONJ')",1
"('coolly', 'VERB')",1
"('coolly', 'ADJ')",1
"('coolly', 'ADP')",1
"('coolly', 'PRON')",1
"('coolly', 'DET')",1
"('coolly', 'PRT')",1
"('coolly', 'ADV')",2
"('coolly', '.')",1
"('reads', 'X')",1
"('reads', 'NUM')",1
"('reads', 'NOUN')",1
"('reads', 'CONJ')",1
"('reads', 'VERB')",8
"('reads', 'ADJ')",1
"('reads', 'ADP')",1
"('reads', 'PRON')",1
"('reads', 'DET')",1
"('reads', 'PRT')",1
"('reads', 'ADV')",1
"('reads', '.')",1
"('Nori', 'X')",1
"('Nori', 'NUM')",1
"('Nori', 'NOUN')",2
"('Nori', 'CONJ')",1
"('Nori', 'VERB')",1
"('Nori', 'ADJ')",1
"('Nori', 'ADP')",1
"('Nori', 'PRON')",1
"('Nori', 'DET')",1
"('Nori', 'PRT')",1
"('Nori', 'ADV')",1
"('Nori', '.')",1
"('essays', 'X')",1
"('essays', 'NUM')",1
"('essays', 'NOUN')",6
"('essays', 'CONJ')",1
"('essays', 'VERB')",1
"('essays', 'ADJ')",1
"('essays', 'ADP')",1
"('essays', 'PRON')",1
"('essays', 'DET')",1
"('essays', 'PRT')",1
"('essays', 'ADV')",1
"('essays', '.')",1
"('resource', 'X')",1
"('resource', 'NUM')",1
"('resource', 'NOUN')",3
"('resource', 'CONJ')",1
"('resource', 'VERB')",1
"('resource', 'ADJ')",1
"('resource', 'ADP')",1
"('resource', 'PRON')",1
"('resource', 'DET')",1
"('resource', 'PRT')",1
"('resource', 'ADV')",1
"('resource', '.')",1
"('dove', 'X')",1
"('dove', 'NUM')",1
"('dove', 'NOUN')",3
"('dove', 'CONJ')",1
"('dove', 'VERB')",1
"('dove', 'ADJ')",1
"('dove', 'ADP')",1
"('dove', 'PRON')",1
"('dove', 'DET')",1
"('dove', 'PRT')",1
"('dove', 'ADV')",1
"('dove', '.')",1
"('Falmouth', 'X')",1
"('Falmouth', 'NUM')",1
"('Falmouth', 'NOUN')",2
"('Falmouth', 'CONJ')",1
"('Falmouth', 'VERB')",1
"('Falmouth', 'ADJ')",1
"('Falmouth', 'ADP')",1
"('Falmouth', 'PRON')",1
"('Falmouth', 'DET')",1
"('Falmouth', 'PRT')",1
"('Falmouth', 'ADV')",1
"('Falmouth', '.')",1
"('Married', 'X')",1
"('Married', 'NUM')",1
"('Married', 'NOUN')",1
"('Married', 'CONJ')",1
"('Married', 'VERB')",2
"('Married', 'ADJ')",1
"('Married', 'ADP')",1
"('Married', 'PRON')",1
"('Married', 'DET')",1
"('Married', 'PRT')",1
"('Married', 'ADV')",1
"('Married', '.')",1
"('Democratic-endorsed', 'X')",1
"('Democratic-endorsed', 'NUM')",1
"('Democratic-endorsed', 'NOUN')",1
"('Democratic-endorsed', 'CONJ')",1
"('Democratic-endorsed', 'VERB')",1
"('Democratic-endorsed', 'ADJ')",3
"('Democratic-endorsed', 'ADP')",1
"('Democratic-endorsed', 'PRON')",1
"('Democratic-endorsed', 'DET')",1
"('Democratic-endorsed', 'PRT')",1
"('Democratic-endorsed', 'ADV')",1
"('Democratic-endorsed', '.')",1
"('defend', 'X')",1
"('defend', 'NUM')",1
"('defend', 'NOUN')",1
"('defend', 'CONJ')",1
"('defend', 'VERB')",9
"('defend', 'ADJ')",1
"('defend', 'ADP')",1
"('defend', 'PRON')",1
"('defend', 'DET')",1
"('defend', 'PRT')",1
"('defend', 'ADV')",1
"('defend', '.')",1
"('bunker', 'X')",1
"('bunker', 'NUM')",1
"('bunker', 'NOUN')",4
"('bunker', 'CONJ')",1
"('bunker', 'VERB')",1
"('bunker', 'ADJ')",1
"('bunker', 'ADP')",1
"('bunker', 'PRON')",1
"('bunker', 'DET')",1
"('bunker', 'PRT')",1
"('bunker', 'ADV')",1
"('bunker', '.')",1
"(""Conant's"", 'X')",1
"(""Conant's"", 'NUM')",1
"(""Conant's"", 'NOUN')",4
"(""Conant's"", 'CONJ')",1
"(""Conant's"", 'VERB')",1
"(""Conant's"", 'ADJ')",1
"(""Conant's"", 'ADP')",1
"(""Conant's"", 'PRON')",1
"(""Conant's"", 'DET')",1
"(""Conant's"", 'PRT')",1
"(""Conant's"", 'ADV')",1
"(""Conant's"", '.')",1
"('juvenile', 'X')",1
"('juvenile', 'NUM')",1
"('juvenile', 'NOUN')",3
"('juvenile', 'CONJ')",1
"('juvenile', 'VERB')",1
"('juvenile', 'ADJ')",9
"('juvenile', 'ADP')",1
"('juvenile', 'PRON')",1
"('juvenile', 'DET')",1
"('juvenile', 'PRT')",1
"('juvenile', 'ADV')",1
"('juvenile', '.')",1
"('tank', 'X')",1
"('tank', 'NUM')",1
"('tank', 'NOUN')",3
"('tank', 'CONJ')",1
"('tank', 'VERB')",1
"('tank', 'ADJ')",1
"('tank', 'ADP')",1
"('tank', 'PRON')",1
"('tank', 'DET')",1
"('tank', 'PRT')",1
"('tank', 'ADV')",1
"('tank', '.')",1
"('pal', 'X')",1
"('pal', 'NUM')",1
"('pal', 'NOUN')",2
"('pal', 'CONJ')",1
"('pal', 'VERB')",1
"('pal', 'ADJ')",1
"('pal', 'ADP')",1
"('pal', 'PRON')",1
"('pal', 'DET')",1
"('pal', 'PRT')",1
"('pal', 'ADV')",1
"('pal', '.')",1
"('accept', 'X')",1
"('accept', 'NUM')",1
"('accept', 'NOUN')",1
"('accept', 'CONJ')",1
"('accept', 'VERB')",20
"('accept', 'ADJ')",1
"('accept', 'ADP')",1
"('accept', 'PRON')",1
"('accept', 'DET')",1
"('accept', 'PRT')",1
"('accept', 'ADV')",1
"('accept', '.')",1
"('Eire', 'X')",1
"('Eire', 'NUM')",1
"('Eire', 'NOUN')",3
"('Eire', 'CONJ')",1
"('Eire', 'VERB')",1
"('Eire', 'ADJ')",1
"('Eire', 'ADP')",1
"('Eire', 'PRON')",1
"('Eire', 'DET')",1
"('Eire', 'PRT')",1
"('Eire', 'ADV')",1
"('Eire', '.')",1
"('accelerated', 'X')",1
"('accelerated', 'NUM')",1
"('accelerated', 'NOUN')",1
"('accelerated', 'CONJ')",1
"('accelerated', 'VERB')",4
"('accelerated', 'ADJ')",1
"('accelerated', 'ADP')",1
"('accelerated', 'PRON')",1
"('accelerated', 'DET')",1
"('accelerated', 'PRT')",1
"('accelerated', 'ADV')",1
"('accelerated', '.')",1
"('healthily', 'X')",1
"('healthily', 'NUM')",1
"('healthily', 'NOUN')",1
"('healthily', 'CONJ')",1
"('healthily', 'VERB')",1
"('healthily', 'ADJ')",1
"('healthily', 'ADP')",1
"('healthily', 'PRON')",1
"('healthily', 'DET')",1
"('healthily', 'PRT')",1
"('healthily', 'ADV')",2
"('healthily', '.')",1
"('profitable', 'X')",1
"('profitable', 'NUM')",1
"('profitable', 'NOUN')",1
"('profitable', 'CONJ')",1
"('profitable', 'VERB')",1
"('profitable', 'ADJ')",3
"('profitable', 'ADP')",1
"('profitable', 'PRON')",1
"('profitable', 'DET')",1
"('profitable', 'PRT')",1
"('profitable', 'ADV')",1
"('profitable', '.')",1
"('costlier', 'X')",1
"('costlier', 'NUM')",1
"('costlier', 'NOUN')",1
"('costlier', 'CONJ')",1
"('costlier', 'VERB')",1
"('costlier', 'ADJ')",2
"('costlier', 'ADP')",1
"('costlier', 'PRON')",1
"('costlier', 'DET')",1
"('costlier', 'PRT')",1
"('costlier', 'ADV')",1
"('costlier', '.')",1
"('Weldon', 'X')",1
"('Weldon', 'NUM')",1
"('Weldon', 'NOUN')",2
"('Weldon', 'CONJ')",1
"('Weldon', 'VERB')",1
"('Weldon', 'ADJ')",1
"('Weldon', 'ADP')",1
"('Weldon', 'PRON')",1
"('Weldon', 'DET')",1
"('Weldon', 'PRT')",1
"('Weldon', 'ADV')",1
"('Weldon', '.')",1
"('leasing', 'X')",1
"('leasing', 'NUM')",1
"('leasing', 'NOUN')",1
"('leasing', 'CONJ')",1
"('leasing', 'VERB')",2
"('leasing', 'ADJ')",1
"('leasing', 'ADP')",1
"('leasing', 'PRON')",1
"('leasing', 'DET')",1
"('leasing', 'PRT')",1
"('leasing', 'ADV')",1
"('leasing', '.')",1
"('meditating', 'X')",1
"('meditating', 'NUM')",1
"('meditating', 'NOUN')",1
"('meditating', 'CONJ')",1
"('meditating', 'VERB')",2
"('meditating', 'ADJ')",1
"('meditating', 'ADP')",1
"('meditating', 'PRON')",1
"('meditating', 'DET')",1
"('meditating', 'PRT')",1
"('meditating', 'ADV')",1
"('meditating', '.')",1
"('tonight', 'X')",1
"('tonight', 'NUM')",1
"('tonight', 'NOUN')",10
"('tonight', 'CONJ')",1
"('tonight', 'VERB')",1
"('tonight', 'ADJ')",1
"('tonight', 'ADP')",1
"('tonight', 'PRON')",1
"('tonight', 'DET')",1
"('tonight', 'PRT')",1
"('tonight', 'ADV')",1
"('tonight', '.')",1
"('56', 'X')",1
"('56', 'NUM')",5
"('56', 'NOUN')",1
"('56', 'CONJ')",1
"('56', 'VERB')",1
"('56', 'ADJ')",1
"('56', 'ADP')",1
"('56', 'PRON')",1
"('56', 'DET')",1
"('56', 'PRT')",1
"('56', 'ADV')",1
"('56', '.')",1
"('study', 'X')",1
"('study', 'NUM')",1
"('study', 'NOUN')",19
"('study', 'CONJ')",1
"('study', 'VERB')",9
"('study', 'ADJ')",1
"('study', 'ADP')",1
"('study', 'PRON')",1
"('study', 'DET')",1
"('study', 'PRT')",1
"('study', 'ADV')",1
"('study', '.')",1
"('$12.50', 'X')",1
"('$12.50', 'NUM')",1
"('$12.50', 'NOUN')",3
"('$12.50', 'CONJ')",1
"('$12.50', 'VERB')",1
"('$12.50', 'ADJ')",1
"('$12.50', 'ADP')",1
"('$12.50', 'PRON')",1
"('$12.50', 'DET')",1
"('$12.50', 'PRT')",1
"('$12.50', 'ADV')",1
"('$12.50', '.')",1
"('Beyond', 'X')",1
"('Beyond', 'NUM')",1
"('Beyond', 'NOUN')",1
"('Beyond', 'CONJ')",1
"('Beyond', 'VERB')",1
"('Beyond', 'ADJ')",1
"('Beyond', 'ADP')",3
"('Beyond', 'PRON')",1
"('Beyond', 'DET')",1
"('Beyond', 'PRT')",1
"('Beyond', 'ADV')",1
"('Beyond', '.')",1
"('twenty-eighth', 'X')",1
"('twenty-eighth', 'NUM')",1
"('twenty-eighth', 'NOUN')",1
"('twenty-eighth', 'CONJ')",1
"('twenty-eighth', 'VERB')",1
"('twenty-eighth', 'ADJ')",2
"('twenty-eighth', 'ADP')",1
"('twenty-eighth', 'PRON')",1
"('twenty-eighth', 'DET')",1
"('twenty-eighth', 'PRT')",1
"('twenty-eighth', 'ADV')",1
"('twenty-eighth', '.')",1
"('Decisions', 'X')",1
"('Decisions', 'NUM')",1
"('Decisions', 'NOUN')",2
"('Decisions', 'CONJ')",1
"('Decisions', 'VERB')",1
"('Decisions', 'ADJ')",1
"('Decisions', 'ADP')",1
"('Decisions', 'PRON')",1
"('Decisions', 'DET')",1
"('Decisions', 'PRT')",1
"('Decisions', 'ADV')",1
"('Decisions', '.')",1
"('121', 'X')",1
"('121', 'NUM')",2
"('121', 'NOUN')",1
"('121', 'CONJ')",1
"('121', 'VERB')",1
"('121', 'ADJ')",1
"('121', 'ADP')",1
"('121', 'PRON')",1
"('121', 'DET')",1
"('121', 'PRT')",1
"('121', 'ADV')",1
"('121', '.')",1
"('majorities', 'X')",1
"('majorities', 'NUM')",1
"('majorities', 'NOUN')",3
"('majorities', 'CONJ')",1
"('majorities', 'VERB')",1
"('majorities', 'ADJ')",1
"('majorities', 'ADP')",1
"('majorities', 'PRON')",1
"('majorities', 'DET')",1
"('majorities', 'PRT')",1
"('majorities', 'ADV')",1
"('majorities', '.')",1
"('resulting', 'X')",1
"('resulting', 'NUM')",1
"('resulting', 'NOUN')",1
"('resulting', 'CONJ')",1
"('resulting', 'VERB')",3
"('resulting', 'ADJ')",1
"('resulting', 'ADP')",1
"('resulting', 'PRON')",1
"('resulting', 'DET')",1
"('resulting', 'PRT')",1
"('resulting', 'ADV')",1
"('resulting', '.')",1
"('mule', 'X')",1
"('mule', 'NUM')",1
"('mule', 'NOUN')",2
"('mule', 'CONJ')",1
"('mule', 'VERB')",1
"('mule', 'ADJ')",1
"('mule', 'ADP')",1
"('mule', 'PRON')",1
"('mule', 'DET')",1
"('mule', 'PRT')",1
"('mule', 'ADV')",1
"('mule', '.')",1
"('Moon-faced', 'X')",1
"('Moon-faced', 'NUM')",1
"('Moon-faced', 'NOUN')",1
"('Moon-faced', 'CONJ')",1
"('Moon-faced', 'VERB')",1
"('Moon-faced', 'ADJ')",2
"('Moon-faced', 'ADP')",1
"('Moon-faced', 'PRON')",1
"('Moon-faced', 'DET')",1
"('Moon-faced', 'PRT')",1
"('Moon-faced', 'ADV')",1
"('Moon-faced', '.')",1
"('sanctuary', 'X')",1
"('sanctuary', 'NUM')",1
"('sanctuary', 'NOUN')",5
"('sanctuary', 'CONJ')",1
"('sanctuary', 'VERB')",1
"('sanctuary', 'ADJ')",1
"('sanctuary', 'ADP')",1
"('sanctuary', 'PRON')",1
"('sanctuary', 'DET')",1
"('sanctuary', 'PRT')",1
"('sanctuary', 'ADV')",1
"('sanctuary', '.')",1
"('Reserve', 'X')",1
"('Reserve', 'NUM')",1
"('Reserve', 'NOUN')",5
"('Reserve', 'CONJ')",1
"('Reserve', 'VERB')",1
"('Reserve', 'ADJ')",1
"('Reserve', 'ADP')",1
"('Reserve', 'PRON')",1
"('Reserve', 'DET')",1
"('Reserve', 'PRT')",1
"('Reserve', 'ADV')",1
"('Reserve', '.')",1
"('Bandon', 'X')",1
"('Bandon', 'NUM')",1
"('Bandon', 'NOUN')",2
"('Bandon', 'CONJ')",1
"('Bandon', 'VERB')",1
"('Bandon', 'ADJ')",1
"('Bandon', 'ADP')",1
"('Bandon', 'PRON')",1
"('Bandon', 'DET')",1
"('Bandon', 'PRT')",1
"('Bandon', 'ADV')",1
"('Bandon', '.')",1
"('Noting', 'X')",1
"('Noting', 'NUM')",1
"('Noting', 'NOUN')",1
"('Noting', 'CONJ')",1
"('Noting', 'VERB')",4
"('Noting', 'ADJ')",1
"('Noting', 'ADP')",1
"('Noting', 'PRON')",1
"('Noting', 'DET')",1
"('Noting', 'PRT')",1
"('Noting', 'ADV')",1
"('Noting', '.')",1
"('stationmaster', 'X')",1
"('stationmaster', 'NUM')",1
"('stationmaster', 'NOUN')",2
"('stationmaster', 'CONJ')",1
"('stationmaster', 'VERB')",1
"('stationmaster', 'ADJ')",1
"('stationmaster', 'ADP')",1
"('stationmaster', 'PRON')",1
"('stationmaster', 'DET')",1
"('stationmaster', 'PRT')",1
"('stationmaster', 'ADV')",1
"('stationmaster', '.')",1
"('$12,192,865', 'X')",1
"('$12,192,865', 'NUM')",1
"('$12,192,865', 'NOUN')",2
